date,city,rainfall_mm,temp_C,humidity_pct,wind_kmph,target_rainfall_day1,target_rainfall_day2,target_rainfall_day3,target_rainfall_day4,target_rainfall_day5,target_rainfall_day6,target_rainfall_day7
2023-01-01,Bengaluru,8.583445110760032,24.017210356916568,55.064902217468564,3.6281572518980054,12.209969529056359,0.0,11.12332214002512,0.0,17.434057971871617,0.0,0.0
2023-01-02,Bengaluru,12.209969529056359,27.27406877636839,99.2727009247333,7.01693480310738,0.0,11.12332214002512,0.0,17.434057971871617,0.0,0.0,8.603687159048611
2023-01-03,Bengaluru,0.0,27.173035148572993,72.43134655138489,8.589389983644066,11.12332214002512,0.0,17.434057971871617,0.0,0.0,8.603687159048611,0.0
2023-01-04,Bengaluru,11.12332214002512,25.10705805005673,56.18408281536419,4.605355781772678,0.0,17.434057971871617,0.0,0.0,8.603687159048611,0.0,0.0
2023-01-05,Bengaluru,0.0,27.409654902624716,66.99019687606778,8.10568891755045,17.434057971871617,0.0,0.0,8.603687159048611,0.0,0.0,0.0
2023-01-06,Bengaluru,17.434057971871617,36.14015104804068,66.65197012555498,4.618236660424111,0.0,0.0,8.603687159048611,0.0,0.0,0.0,0.0
2023-01-07,Bengaluru,0.0,27.000893030414694,63.42865037721942,7.906843288305265,0.0,8.603687159048611,0.0,0.0,0.0,0.0,0.0
2023-01-08,Bengaluru,0.0,28.067291920511202,63.64458901184443,10.624967525876777,8.603687159048611,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09,Bengaluru,8.603687159048611,25.44677456408755,82.71065326007033,7.059813094478157,0.0,0.0,0.0,0.0,0.0,0.0,4.297796384823834
2023-01-10,Bengaluru,0.0,31.903890356825258,61.825918655856604,10.963874412272164,0.0,0.0,0.0,0.0,0.0,4.297796384823834,0.0
2023-01-11,Bengaluru,0.0,36.962279707415334,76.72293408040402,5.4985703525109955,0.0,0.0,0.0,0.0,4.297796384823834,0.0,21.713475754374763
2023-01-12,Bengaluru,0.0,38.36132952048764,62.626200965020416,7.497445453802129,0.0,0.0,0.0,4.297796384823834,0.0,21.713475754374763,17.5761905635936
2023-01-13,Bengaluru,0.0,28.24610897199223,67.72280385164247,12.146479290308456,0.0,0.0,4.297796384823834,0.0,21.713475754374763,17.5761905635936,12.978507013821389
2023-01-14,Bengaluru,0.0,22.39856603879695,74.50962634776477,13.020190213681195,0.0,4.297796384823834,0.0,21.713475754374763,17.5761905635936,12.978507013821389,17.522836619566398
2023-01-15,Bengaluru,0.0,35.407570431498705,70.37541841486822,13.275416017223936,4.297796384823834,0.0,21.713475754374763,17.5761905635936,12.978507013821389,17.522836619566398,0.0
2023-01-16,Bengaluru,4.297796384823834,17.388610412560247,68.48032617683961,13.18043145601381,0.0,21.713475754374763,17.5761905635936,12.978507013821389,17.522836619566398,0.0,16.80989905305672
